product_title	product_vendor	product_type	shipping_country	shipping_region	net_quantity	gross_sales	discounts	returns	net_sales	taxes	total_sales	State
Liquid / Remix Spool	Waterworks Lamson	Reels	United States	Florida	5	318.21	0	0	318.21	0	318.21	FL
Liquid S	LAMSON	Reels	United States	Florida	2	309.98	0	0	309.98	0	309.98	FL
Liquid Black (Legacy)	Waterworks Lamson	Reels	United States	Florida	3	405.96	0	-97.99	307.97	0	307.97	FL
Guru Series II Grey & Orange Spool (Legacy)	Waterworks Lamson	Reels	United States	Florida	3	302.37	0	0	302.37	0	302.37	FL
Liquid Max	LAMSON	Reels	United States	Florida	1	299.99	0	0	299.99	0	299.99	FL
Stripper Glove	Waterworks Lamson	Accessories	United States	Florida	28	279.72	0	0	279.72	0	279.72	FL
Speedster Spool (Legacy)	Waterworks Lamson	Reels	United States	Florida	2	273.58	0	0	273.58	0	273.58	FL
Remix HD	Waterworks Lamson	Reels	United States	Florida	1	271.31	0	0	271.31	0	271.31	FL
Purist Spool (Legacy)	Waterworks Lamson	Reels	United States	Florida	2	255.98	0	0	255.98	0	255.98	FL
Remix S	LAMSON	Reels	United States	Florida	1	239.99	0	0	239.99	0	239.99	FL
Multi Reel Case	Waterworks Lamson	Accessories	United States	Florida	9	199.91	0	0	199.91	0	199.91	FL
Guru S Spool	waterworks-lamson	Reels	United States	Florida	1	169.99	0	0	169.99	0	169.99	FL
Ketchum ReleaseÂ®	Waterworks Lamson	Accessories	United States	Florida	8	159.92	0	0	159.92	0	159.92	FL
Litespeed G5 Bronze Spool (Legacy)	Waterworks Lamson	Reels	United States	Florida	1	313.58	0	-156.79	156.79	0	156.79	FL
Liquid/Remix Black Spool (Legacy)	Waterworks Lamson	Reels	United States	Florida	2	111.98	0	0	111.98	0	111.98	FL
Guru Spool (Legacy)	Waterworks Lamson	Reels	United States	Florida	1	100.79	0	0	100.79	0	100.79	FL
Fly Rod Sock 4 Piece Rod	Waterworks Lamson	Accessories	United States	Florida	4	75.96	0	0	75.96	0	75.96	FL
Color Sleeves	Waterworks Lamson	Accessories	United States	Florida	4	39.96	0	0	39.96	0	39.96	FL
Logo Die Cut Decal - 12"	Waterworks Lamson	Accessories	United States	Florida	3	14.97	0	0	14.97	0	14.97	FL
Neoprene Reel Case	Waterworks Lamson	Accessories	United States	Florida	1	11.99	0	0	11.99	0	11.99	FL
Mesh Reel Bag	Waterworks Lamson	Accessories	United States	Florida	1	11.99	0	0	11.99	0	11.99	FL
Stripper Glove	Waterworks Lamson	Accessories	United States	Florida	1	9.99	0	0	9.99	0	9.99	FL
Logo Sticker	Waterworks Lamson	Accessories	United States	Florida	5	4.95	0	0	4.95	0	4.95	FL
Centerfire	Waterworks Lamson	Reels	United States	Florida	0	479.99	0	-479.99	0	0	0	FL
EVA Hard Case	waterworks-lamson		United States	Florida	-1	0	0	-15	-15	0	-15	FL
Liquid	Waterworks Lamson	Reels	United States	Georgia	17	2211.06	-37.49	-107.09	2066.48	0	2066.48	GA
Liquid 3-Pack Fly Fishing Reel & Spools	Waterworks Lamson	Reels	United States	Georgia	11	2009.75	-175.99	0	1833.76	0	1833.76	GA
Litespeed F	Waterworks Lamson	Reels	United States	Georgia	3	1689.97	0	0	1689.97	0	1689.97	GA
Remix	Waterworks Lamson	Reels	United States	Georgia	6	983.52	0	0	983.52	0	983.52	GA
Guru S	Waterworks Lamson	Reels	United States	Georgia	3	1039.97	-101.99	0	937.98	0	937.98	GA
Litespeed M	Waterworks Lamson	Reels	United States	Georgia	1	779.99	0	0	779.99	0	779.99	GA
Force SL Series II	Waterworks Lamson	Reels	United States	Georgia	1	629.99	0	0	629.99	0	629.99	GA
Centerfire	Waterworks Lamson	Reels	United States	Georgia	1	579.99	0	0	579.99	0	579.99	GA
Velocity	Waterworks Lamson	Rods	United States	Georgia	1	499.99	0	0	499.99	0	499.99	GA
Speedster S - Select Color 2023	waterworks-lamson	Reels	United States	Georgia	2	799.98	-319.98	0	480	0	480	GA
Cobalt	Waterworks Lamson	Rods	United States	Georgia	1	469.99	0	0	469.99	0	469.99	GA
Speedster S	Waterworks Lamson	Reels	United States	Georgia	1	389.99	0	0	389.99	0	389.99	GA
Speedster S Dark Smoke	Waterworks Lamson	Reels	United States	Georgia	1	779.98	0	-389.99	389.99	0	389.99	GA
Remix 3-Pack Fly Fishing Reel & Spools	Waterworks Lamson	Reels	United States	Georgia	2	359.98	0	0	359.98	0	359.98	GA
Liquid/Remix Vapor Spool (Legacy)	Waterworks Lamson	Reels	United States	Georgia	7	351.93	0	0	351.93	0	351.93	GA
Guru Spool (Legacy)	Waterworks Lamson	Reels	United States	Georgia	3	287.97	0	0	287.97	0	287.97	GA
Liquid / Remix Spool	Waterworks Lamson	Reels	United States	Georgia	6	286.74	0	0	286.74	0	286.74	GA
Litespeed F Spool	Waterworks Lamson	Reels	United States	Georgia	1	279.99	0	0	279.99	0	279.99	GA
Remix HD 3-Pack Fly Fishing Reel & Spools	Waterworks Lamson	Reels	United States	Georgia	1	249.89	0	0	249.89	0	249.89	GA
Neoprene Reel Case	Waterworks Lamson	Accessories	United States	Georgia	16	197.84	0	0	197.84	0	197.84	GA
Guru S Spool	waterworks-lamson	Reels	United States	Georgia	1	169.99	0	0	169.99	0	169.99	GA
Litespeed Alox II Spool (Legacy)	Waterworks Lamson	Reels	United States	Georgia	1	127.99	0	0	127.99	0	127.99	GA
Liquid Black (Legacy)	Waterworks Lamson	Reels	United States	Georgia	1	97.99	0	0	97.99	0	97.99	GA
Guru Series II Spool (Legacy)	Waterworks Lamson	Reels	United States	Georgia	1	95.99	0	0	95.99	0	95.99	GA
Ketchum ReleaseÂ®	Waterworks Lamson	Accessories	United States	Georgia	4	79.96	0	0	79.96	0	79.96	GA
Liquid/Remix Black Spool (Legacy)	Waterworks Lamson	Reels	United States	Georgia	1	63.99	0	0	63.99	0	63.99	GA
Mesh Reel Bag	Waterworks Lamson	Accessories	United States	Georgia	4	47.96	0	0	47.96	0	47.96	GA
Flat Bill Rope Cap - Tan With Black Rope	LAMSON	Apparel	United States	Georgia	1	34.99	0	0	34.99	0	34.99	GA
Stripper Glove	Waterworks Lamson	Accessories	United States	Georgia	3	29.97	0	0	29.97	0	29.97	GA
Fabric Bag	Waterworks Lamson	Accessories	United States	Georgia	5	21.95	0	0	21.95	0	21.95	GA
Color Sleeves	Waterworks Lamson	Accessories	United States	Georgia	2	19.98	0	0	19.98	0	19.98	GA
Horizonal Logo White Die Cut Sticker	LAMSON		United States	Georgia	1	5	0	0	5	0	5	GA
Logo Sticker	Waterworks Lamson	Accessories	United States	Georgia	4	3.96	0	0	3.96	0	3.96	GA
Speedster S HD	Waterworks Lamson	Reels	United States	Hawaii	1	529.99	0	0	529.99	24.97	554.96	HI
Speedster S - Select Color 2023	waterworks-lamson	Reels	United States	Hawaii	1	399.99	0	0	399.99	0	399.99	HI
Remix 3-Pack Fly Fishing Reel & Spools	Waterworks Lamson	Reels	United States	Hawaii	1	242.75	0	0	242.75	0	242.75	HI
Liquid 3-Pack Fly Fishing Reel & Spools	Waterworks Lamson	Reels	United States	Hawaii	1	185.63	0	0	185.63	0	185.63	HI
Liquid 3-Pack Black (Legacy)	Waterworks Lamson	Reels	United States	Hawaii	1	153.99	0	0	153.99	0	153.99	HI
Liquid	Waterworks Lamson	Reels	United States	Hawaii	1	139.99	0	0	139.99	0	139.99	HI
Liquid / Remix Spool	Waterworks Lamson	Reels	United States	Hawaii	1	42.83	0	0	42.83	0	42.83	HI
Neoprene Reel Case	Waterworks Lamson	Accessories	United States	Hawaii	2	23.98	0	0	23.98	0	23.98	HI
Multi Reel Case	Waterworks Lamson	Accessories	United States	Hawaii	1	19.99	0	0	19.99	0.95	20.94	HI
Liquid	Waterworks Lamson	Reels	United States	Idaho	61	7694.89	-387.93	-279.98	7026.98	429	7455.98	ID
Liquid 3-Pack Fly Fishing Reel & Spools	Waterworks Lamson	Reels	United States	Idaho	32	5568.22	-87.99	0	5480.23	331.56	5811.79	ID
Remix 3-Pack Fly Fishing Reel & Spools	Waterworks Lamson	Reels	United States	Idaho	21	5199.74	-119.99	-203.99	4875.76	296.15	5171.91	ID
Velocity	Waterworks Lamson	Rods	United States	Idaho	8	3499.92	-172	0	3327.92	199.68	3527.6	ID
Remix	Waterworks Lamson	Reels	United States	Idaho	19	3190.59	0	0	3190.59	191.44	3382.03	ID
Cobalt	Waterworks Lamson	Rods	United States	Idaho	5	2399.95	0	0	2399.95	144	2543.95	ID
Radius	Waterworks Lamson	Rods	United States	Idaho	5	2149.95	-171.99	0	1977.96	127.28	2105.24	ID
Litespeed F	Waterworks Lamson	Reels	United States	Idaho	4	2199.96	-215.99	0	1983.97	119.04	2103.01	ID
Speedster S - Select Color 2023	waterworks-lamson	Reels	United States	Idaho	5	2099.95	-359.98	0	1739.97	104.4	1844.37	ID
Guru S	Waterworks Lamson	Reels	United States	Idaho	6	1799.94	-119.99	0	1679.95	100.8	1780.75	ID
Speedster S	Waterworks Lamson	Reels	United States	Idaho	4	2009.95	0	-389.99	1619.96	97.2	1717.16	ID
Liquid / Remix Spool	Waterworks Lamson	Reels	United States	Idaho	29	1550.94	0	-59.99	1490.95	89.49	1580.44	ID
Remix HD	Waterworks Lamson	Reels	United States	Idaho	6	1452.85	0	-155.99	1296.86	77.82	1374.68	ID
Centerfire HD	waterworks-lamson	Reels	United States	Idaho	2	1159.98	0	0	1159.98	81.6	1241.58	ID
Centerfire	Waterworks Lamson	Reels	United States	Idaho	2	1079.98	0	0	1079.98	64.8	1144.78	ID
Remix HD 3-Pack Fly Fishing Reel & Spools	Waterworks Lamson	Reels	United States	Idaho	3	1019.97	0	0	1019.97	61.2	1081.17	ID
ULA Force	waterworks-lamson	Reels	United States	Idaho	2	1199.98	-239.99	0	959.99	57.6	1017.59	ID
Guru	LAMSON	Rods	United States	Idaho	3	749.97	0	0	749.97	45	794.97	ID
Guru Series II Spool (Legacy)	Waterworks Lamson	Reels	United States	Idaho	8	807.91	0	-87.99	719.92	43.2	763.12	ID
Purist	Waterworks Lamson	Rods	United States	Idaho	2	879.98	-171.99	0	707.99	42.48	750.47	ID
Liquid/Remix Vapor Spool (Legacy)	Waterworks Lamson	Reels	United States	Idaho	10	495.9	0	0	495.9	29.76	525.66	ID
Speedster S Dark Smoke	Waterworks Lamson	Reels	United States	Idaho	1	429.99	0	0	429.99	25.8	455.79	ID
Liquid Black (Legacy)	Waterworks Lamson	Reels	United States	Idaho	4	587.94	0	-195.98	391.96	23.52	415.48	ID
Multi Reel Case	Waterworks Lamson	Accessories	United States	Idaho	17	349.83	0	0	349.83	21	370.83	ID
Neoprene Reel Case	Waterworks Lamson	Accessories	United States	Idaho	27	347.73	0	0	347.73	20.88	368.61	ID
Speedster S Spool	Waterworks Lamson	Reels	United States	Idaho	2	409.98	-83.99	0	325.99	19.56	345.55	ID
Litespeed G5 Blackout (Legacy)	Waterworks Lamson	Reels	United States	Idaho	1	314.99	0	0	314.99	18.9	333.89	ID
Ketchum ReleaseÂ®	Waterworks Lamson	Accessories	United States	Idaho	16	319.84	-8	0	311.84	19.12	330.96	ID
Liquid Max	LAMSON	Reels	United States	Idaho	1	299.99	0	0	299.99	18	317.99	ID
Speedster S HD	Waterworks Lamson	Reels	United States	Idaho	1	459.99	-183.99	0	276	16.56	292.56	ID
Litespeed Alox II Spool (Legacy)	Waterworks Lamson	Reels	United States	Idaho	2	271.98	0	0	271.98	16.32	288.3	ID
Force SL Series II Spool (Legacy)	Waterworks Lamson	Reels	United States	Idaho	1	199.99	0	0	199.99	12	211.99	ID
Force SL Spool (Legacy)	Waterworks Lamson	Reels	United States	Idaho	1	175.99	0	0	175.99	10.56	186.55	ID
Litespeed F Spool	Waterworks Lamson	Reels	United States	Idaho	1	279.99	-112	0	167.99	10.08	178.07	ID
Arx Black Spool (Legacy)	Waterworks Lamson	Reels	United States	Idaho	1	160.79	0	0	160.79	9.65	170.44	ID
Liquid S	LAMSON	Reels	United States	Idaho	1	159.99	0	0	159.99	9.6	169.59	ID
Litespeed Series IV Spool (Legacy)	Waterworks Lamson	Reels	United States	Idaho	1	287.98	0	-143.99	143.99	8.64	152.63	ID
Velocity Alox II Spool (Legacy)	Waterworks Lamson	Reels	United States	Idaho	1	132	0	0	132	7.92	139.92	ID
Guru Series II Black Spool (Legacy)	waterworks-lamson	Reels	United States	Idaho	1	95.99	0	0	95.99	5.76	101.75	ID
Guru Spool (Legacy)	Waterworks Lamson	Reels	United States	Idaho	1	95.99	0	0	95.99	5.76	101.75	ID
Diamond Logo T-Shirt - Heathered Blue	LAMSON	Apparel	United States	Idaho	3	89.97	0	0	89.97	5.4	95.37	ID
Fleet Trucker Hat - Birch	LAMSON	Apparel	United States	Idaho	3	89.97	0	0	89.97	5.4	95.37	ID
Flat Bill Rope Cap - Seafoam With Red Rope	LAMSON	Apparel	United States	Idaho	2	69.98	0	0	69.98	4.2	74.18	ID
Fabric Bag	Waterworks Lamson	Accessories	United States	Idaho	15	67.85	0	0	67.85	4.08	71.93	ID
Color Sleeves	Waterworks Lamson	Accessories	United States	Idaho	7	89.91	-6.5	-17.48	65.93	3.96	69.89	ID
Fleet Trucker Hat - Gray	LAMSON	Apparel	United States	Idaho	2	59.98	0	0	59.98	3.6	63.58	ID
Men's Short Sleeve Shirt	Waterworks Lamson	Accessories	United States	Idaho	2	59.98	0	0	59.98	3.6	63.58	ID
Liquid/Remix Black Spool (Legacy)	Waterworks Lamson	Reels	United States	Idaho	1	55.99	0	0	55.99	3.36	59.35	ID
Mesh Reel Bag	Waterworks Lamson	Accessories	United States	Idaho	4	47.96	0	0	47.96	2.88	50.84	ID
Stripper Glove	Waterworks Lamson	Accessories	United States	Idaho	4	39.96	0	0	39.96	2.4	42.36	ID
Flat Bill Rope Cap - Tan With Black Rope	LAMSON	Apparel	United States	Idaho	1	34.99	0	0	34.99	2.1	37.09	ID
Beach Comber T-Shirt - Light Yellow	LAMSON	Apparel	United States	Idaho	1	29.99	0	0	29.99	1.8	31.79	ID
Fleet Trucker Hat - Midnight	LAMSON	Apparel	United States	Idaho	1	29.99	0	0	29.99	1.8	31.79	ID
Logo Die Cut Decal - 12"	Waterworks Lamson	Accessories	United States	Idaho	5	24.95	0	0	24.95	1.5	26.45	ID
EVA Hard Case	waterworks-lamson		United States	Idaho	1	24	0	0	24	1.44	25.44	ID
Flat Bill Rope Cap - White With Navy Rope	LAMSON	Apparel	United States	Idaho	1	34.99	-13.99	0	21	1.26	22.26	ID
Diamond Logo T-Shirt - Heathered Navy	LAMSON	Apparel	United States	Idaho	1	29.99	-12	0	17.99	1.08	19.07	ID
Logo Sticker	Waterworks Lamson	Accessories	United States	Idaho	16	18.81	-0.24	-2.73	15.84	0.96	16.8	ID
Horizonal Logo White Die Cut Sticker	LAMSON		United States	Idaho	2	10	0	0	10	0.6	10.6	ID
Assorted Logo Decal Sheet	LAMSON	Accessories	United States	Idaho	1	5	0	0	5	0.3	5.3	ID
Rectangle Sticker	LAMSON		United States	Idaho	2	3	0	0	3	0.18	3.18	ID
ULA Purist	waterworks-lamson	Reels	United States	Idaho	0	419.99	0	-419.99	0	0	0	ID
Guru Series II Grey & Orange Spool (Legacy)	Waterworks Lamson	Reels	United States	Idaho	0	100.79	0	-100.79	0	0	0	ID
Liquid	Waterworks Lamson	Reels	United States	Illinois	13	1865.92	0	-219.99	1645.93	0	1645.93	IL
Remix 3-Pack Fly Fishing Reel & Spools	Waterworks Lamson	Reels	United States	Illinois	7	1476.89	0	0	1476.89	0	1476.89	IL
Liquid 3-Pack Fly Fishing Reel & Spools	Waterworks Lamson	Reels	United States	Illinois	9	1620.28	0	-157.07	1463.21	0	1463.21	IL
Centerfire	Waterworks Lamson	Reels	United States	Illinois	2	1109.98	0	0	1109.98	0	1109.98	IL
Liquid/Remix Black Spool (Legacy)	Waterworks Lamson	Reels	United States	Illinois	7	431.93	0	0	431.93	0	431.93	IL
ULA Purist	waterworks-lamson	Reels	United States	Illinois	1	399.99	0	0	399.99	0	399.99	IL
Remix HD 3-Pack Fly Fishing Reel & Spools	Waterworks Lamson	Reels	United States	Illinois	1	359.99	0	0	359.99	0	359.99	IL
Remix HD	Waterworks Lamson	Reels	United States	Illinois	1	271.31	0	0	271.31	0	271.31	IL
Force SL Series II Spool (Legacy)	Waterworks Lamson	Reels	United States	Illinois	1	199.99	0	0	199.99	0	199.99	IL
Guru Series II Spool (Legacy)	Waterworks Lamson	Reels	United States	Illinois	2	263.97	0	-87.99	175.98	0	175.98	IL
Liquid / Remix Spool	Waterworks Lamson	Reels	United States	Illinois	3	155.97	0	0	155.97	0	155.97	IL
Multi Reel Case	Waterworks Lamson	Accessories	United States	Illinois	7	139.93	0	0	139.93	0	139.93	IL
Neoprene Reel Case	Waterworks Lamson	Accessories	United States	Illinois	10	143.89	0	-14.99	128.9	0	128.9	IL
Velocity Alox II Spool (Legacy)	Waterworks Lamson	Reels	United States	Illinois	1	104	0	0	104	0	104	IL
Liquid/Remix Vapor Spool (Legacy)	Waterworks Lamson	Reels	United States	Illinois	2	95.98	0	0	95.98	0	95.98	IL
Ketchum ReleaseÂ®	Waterworks Lamson	Accessories	United States	Illinois	3	59.97	0	0	59.97	0	59.97	IL
Fabric Bag	Waterworks Lamson	Accessories	United States	Illinois	7	35.92	0	-4.99	30.93	0	30.93	IL
Color Sleeves	Waterworks Lamson	Accessories	United States	Illinois	1	9.99	0	0	9.99	0	9.99	IL
Logo Sticker	Waterworks Lamson	Accessories	United States	Illinois	1	0.99	0	0	0.99	0	0.99	IL
Speedster Grey & Orange Spool (Legacy)	Waterworks Lamson	Reels	United States	Illinois	0	112.79	0	-112.79	0	0	0	IL
Remix 3-Pack Fly Fishing Reel & Spools	Waterworks Lamson	Reels	United States	Indiana	4	848.36	0	0	848.36	0	848.36	IN
Liquid	Waterworks Lamson	Reels	United States	Indiana	5	711.58	0	-101.99	609.59	0	609.59	IN
Remix HD 3-Pack Fly Fishing Reel & Spools	Waterworks Lamson	Reels	United States	Indiana	1	359.99	0	0	359.99	0	359.99	IN
Liquid 3-Pack Fly Fishing Reel & Spools	Waterworks Lamson	Reels	United States	Indiana	1	164.21	0	0	164.21	0	164.21	IN
Remix	Waterworks Lamson	Reels	United States	Indiana	1	161.99	0	0	161.99	0	161.99	IN
Remix HD	Waterworks Lamson	Reels	United States	Indiana	1	155.99	0	0	155.99	0	155.99	IN
Liquid/Remix Vapor Spool (Legacy)	Waterworks Lamson	Reels	United States	Indiana	2	111.98	0	0	111.98	0	111.98	IN
Liquid / Remix Spool	Waterworks Lamson	Reels	United States	Indiana	2	101.98	0	0	101.98	0	101.98	IN
Guru Series II Grey & Orange Spool (Legacy)	Waterworks Lamson	Reels	United States	Indiana	1	100.79	0	0	100.79	0	100.79	IN
Velocity Nickel Spool (Legacy)	Waterworks Lamson	Reels	United States	Indiana	1	180	0	-88	92	0	92	IN
Neoprene Reel Case	Waterworks Lamson	Accessories	United States	Indiana	7	86.93	0	0	86.93	0	86.93	IN
Diamond Logo T-Shirt - Heathered Navy	LAMSON	Apparel	United States	Indiana	1	29.99	0	0	29.99	0	29.99	IN
Stripper Glove	Waterworks Lamson	Accessories	United States	Indiana	3	29.97	0	0	29.97	0	29.97	IN
Liquid	Waterworks Lamson	Reels	United States	Iowa	3	528.18	0	-139.99	388.19	0	388.19	IA
Liquid 3-Pack Black (Legacy)	Waterworks Lamson	Reels	United States	Iowa	1	153.99	0	0	153.99	0	153.99	IA
Remix	Waterworks Lamson	Reels	United States	Iowa	1	143.99	0	0	143.99	0	143.99	IA
Litespeed Series IV Spool (Legacy)	Waterworks Lamson	Reels	United States	Iowa	1	143.99	0	0	143.99	0	143.99	IA
Guru Spool (Legacy)	Waterworks Lamson	Reels	United States	Iowa	1	103.99	0	0	103.99	0	103.99	IA
Neoprene Reel Case	Waterworks Lamson	Accessories	United States	Iowa	7	98.93	0	0	98.93	0	98.93	IA
Liquid Black (Legacy)	Waterworks Lamson	Reels	United States	Iowa	1	97.99	0	0	97.99	0	97.99	IA
Multi Reel Case	Waterworks Lamson	Accessories	United States	Iowa	4	94.96	0	0	94.96	0	94.96	IA
Guru Series II Spool (Legacy)	Waterworks Lamson	Reels	United States	Iowa	1	87.99	0	0	87.99	0	87.99	IA
Liquid/Remix Vapor Spool (Legacy)	Waterworks Lamson	Reels	United States	Iowa	1	63.99	0	0	63.99	0	63.99	IA
Men's Short Sleeve Shirt	Waterworks Lamson	Accessories	United States	Iowa	1	29.99	0	0	29.99	0	29.99	IA
Stripper Glove	Waterworks Lamson	Accessories	United States	Iowa	1	9.99	0	0	9.99	0	9.99	IA
Fabric Bag	Waterworks Lamson	Accessories	United States	Iowa	1	4.99	0	0	4.99	0	4.99	IA
Velocity	Waterworks Lamson	Rods	United States	Kansas	1	499.99	0	0	499.99	0	499.99	KS
Liquid / Remix Spool	Waterworks Lamson	Reels	United States	Kansas	8	390.72	0	0	390.72	0	390.72	KS
Remix HD	Waterworks Lamson	Reels	United States	Kansas	1	339.99	-101.99	0	238	0	238	KS
Liquid	Waterworks Lamson	Reels	United States	Kansas	2	345.35	0	-121.37	223.98	0	223.98	KS
Remix 3-Pack Fly Fishing Reel & Spools	Waterworks Lamson	Reels	United States	Kansas	1	214.19	0	0	214.19	0	214.19	KS
Guru HD Spool (Legacy)	Waterworks Lamson	Reels	United States	Kansas	2	207.98	0	0	207.98	0	207.98	KS
Liquid 3-Pack Fly Fishing Reel & Spools	Waterworks Lamson	Reels	United States	Kansas	1	399.82	0	-199.91	199.91	0	199.91	KS
Remix	Waterworks Lamson	Reels	United States	Kansas	1	143.99	0	0	143.99	0	143.99	KS
Liquid Vapor (Legacy)	Waterworks Lamson	Reels	United States	Kansas	1	111.99	0	0	111.99	0	111.99	KS
Neoprene Reel Case	Waterworks Lamson	Accessories	United States	Kansas	7	83.93	0	0	83.93	0	83.93	KS
Multi Reel Case	Waterworks Lamson	Accessories	United States	Kansas	1	19.99	0	0	19.99	0	19.99	KS
Fly Rod Sock 4 Piece Rod	Waterworks Lamson	Accessories	United States	Kansas	1	19.99	0	0	19.99	0	19.99	KS
Fabric Bag	Waterworks Lamson	Accessories	United States	Kansas	1	3.99	0	0	3.99	0	3.99	KS
Logo Sticker	Waterworks Lamson	Accessories	United States	Kansas	4	3.96	0	0	3.96	0	3.96	KS
Mini Bumper Sticker	LAMSON	Accessories	United States	Kansas	2	3	0	0	3	0	3	KS
Round Sticker	LAMSON	Accessories	United States	Kansas	1	1.5	0	0	1.5	0	1.5	KS
Speedster S Spool	Waterworks Lamson	Reels	United States	Kentucky	7	1399.93	0	0	1399.93	0	1399.93	KY
ULA Purist	waterworks-lamson	Reels	United States	Kentucky	2	819.98	0	0	819.98	0	819.98	KY
Liquid 3-Pack Fly Fishing Reel & Spools	Waterworks Lamson	Reels	United States	Kentucky	4	715.96	0	0	715.96	0	715.96	KY
Liquid	Waterworks Lamson	Reels	United States	Kentucky	3	492.62	0	-107.09	385.53	0	385.53	KY
Liquid / Remix Spool	Waterworks Lamson	Reels	United States	Kentucky	2	117.1	0	0	117.1	0	117.1	KY
Guru Series II Black Spool (Legacy)	waterworks-lamson	Reels	United States	Kentucky	1	103.99	0	0	103.99	0	103.99	KY
Liquid/Remix Vapor Spool (Legacy)	Waterworks Lamson	Reels	United States	Kentucky	2	103.98	0	0	103.98	0	103.98	KY
Liquid Black (Legacy)	Waterworks Lamson	Reels	United States	Kentucky	1	97.99	0	0	97.99	0	97.99	KY
Fleet Trucker Hat - Gray	LAMSON	Apparel	United States	Kentucky	2	59.98	0	0	59.98	0	59.98	KY
Neoprene Reel Case	Waterworks Lamson	Accessories	United States	Kentucky	3	41.97	0	0	41.97	0	41.97	KY
Ketchum ReleaseÂ®	Waterworks Lamson	Accessories	United States	Kentucky	2	39.98	0	0	39.98	0	39.98	KY
Multi Reel Case	Waterworks Lamson	Accessories	United States	Kentucky	2	39.98	0	0	39.98	0	39.98	KY
Fabric Bag	Waterworks Lamson	Accessories	United States	Kentucky	3	11.97	0	0	11.97	0	11.97	KY
Logo Die Cut Decal - 12"	Waterworks Lamson	Accessories	United States	Kentucky	1	4.99	0	0	4.99	0	4.99	KY
Guru S Spool	waterworks-lamson	Reels	United States	Kentucky	-1	0	0	-159.99	-159.99	0	-159.99	KY
Speedster S	Waterworks Lamson	Reels	United States	Louisiana	2	879.98	-439.99	0	439.99	0	439.99	LA
Liquid	Waterworks Lamson	Reels	United States	Louisiana	2	185.98	0	0	185.98	0	185.98	LA
Remix	Waterworks Lamson	Reels	United States	Louisiana	1	171.35	0	0	171.35	0	171.35	LA
Speedster S Spool	Waterworks Lamson	Reels	United States	Louisiana	1	209.99	-104.99	0	105	0	105	LA
Velocity Alox II Spool (Legacy)	Waterworks Lamson	Reels	United States	Louisiana	1	88	0	0	88	0	88	LA
Liquid/Remix Vapor Spool (Legacy)	Waterworks Lamson	Reels	United States	Louisiana	1	47.99	0	0	47.99	0	47.99	LA
Neoprene Reel Case	Waterworks Lamson	Accessories	United States	Louisiana	1	11.99	0	0	11.99	0	11.99	LA
Liquid 3-Pack Fly Fishing Reel & Spools	Waterworks Lamson	Reels	United States	Maine	8	1442.36	0	0	1442.36	0	1442.36	ME
Liquid	Waterworks Lamson	Reels	United States	Maine	10	1143.86	0	0	1143.86	0	1143.86	ME
Speedster S - Select Color 2023	waterworks-lamson	Reels	United States	Maine	2	849.98	-224.99	0	624.99	0	624.99	ME
ULA Force	waterworks-lamson	Reels	United States	Maine	1	599.99	0	0	599.99	0	599.99	ME
Liquid / Remix Spool	Waterworks Lamson	Reels	United States	Maine	11	597.89	0	0	597.89	0	597.89	ME
Centerfire	Waterworks Lamson	Reels	United States	Maine	1	529.99	0	0	529.99	0	529.99	ME
Remix 3-Pack Fly Fishing Reel & Spools	Waterworks Lamson	Reels	United States	Maine	2	499.78	0	0	499.78	0	499.78	ME
Guru Series II Spool (Legacy)	Waterworks Lamson	Reels	United States	Maine	4	359.96	0	0	359.96	0	359.96	ME
Liquid Vapor (Legacy)	Waterworks Lamson	Reels	United States	Maine	3	335.97	0	0	335.97	0	335.97	ME
ULA Purist	waterworks-lamson	Reels	United States	Maine	1	839.98	-209.99	-419.99	210	0	210	ME
Guru Series II Grey & Orange Spool (Legacy)	Waterworks Lamson	Reels	United States	Maine	2	201.58	0	0	201.58	0	201.58	ME
Remix	Waterworks Lamson	Reels	United States	Maine	1	192.77	0	0	192.77	0	192.77	ME
Arx Black Spool (Legacy)	Waterworks Lamson	Reels	United States	Maine	1	160.79	0	0	160.79	0	160.79	ME
Liquid/Remix Vapor Spool (Legacy)	Waterworks Lamson	Reels	United States	Maine	2	95.98	0	0	95.98	0	95.98	ME
Neoprene Reel Case	Waterworks Lamson	Accessories	United States	Maine	7	89.93	0	0	89.93	0	89.93	ME
Ketchum ReleaseÂ®	Waterworks Lamson	Accessories	United States	Maine	3	59.97	0	0	59.97	0	59.97	ME
Liquid/Remix Black Spool (Legacy)	Waterworks Lamson	Reels	United States	Maine	1	55.99	0	0	55.99	0	55.99	ME
Logo Die Cut Decal - 12"	Waterworks Lamson	Accessories	United States	Maine	1	4.99	0	0	4.99	0	4.99	ME
Fabric Bag	Waterworks Lamson	Accessories	United States	Maine	1	3.99	0	0	3.99	0	3.99	ME
Logo Sticker	Waterworks Lamson	Accessories	United States	Maine	1	0.99	0	0	0.99	0	0.99	ME
Remix 3-Pack Fly Fishing Reel & Spools	Waterworks Lamson	Reels	United States	Maryland	5	1556.7	0	-299.99	1256.71	0	1256.71	MD
Remix	Waterworks Lamson	Reels	United States	Maryland	6	1125.14	0	0	1125.14	0	1125.14	MD
Liquid	Waterworks Lamson	Reels	United States	Maryland	6	792.92	0	0	792.92	0	792.92	MD
