product_title	product_vendor	product_type	shipping_country	shipping_region	net_quantity	gross_sales	discounts	returns	net_sales	taxes	total_sales	State
Radius	Waterworks Lamson	Rods	United States	Washington	2	859.98	-344	0	515.98	0	515.98	WA
Cobalt	Waterworks Lamson	Rods	United States	Washington	1	489.99	0	0	489.99	0	489.99	WA
Liquid Black (Legacy)	Waterworks Lamson	Reels	United States	Washington	5	489.95	0	0	489.95	0	489.95	WA
Multi Reel Case	Waterworks Lamson	Accessories	United States	Washington	20	409.8	0	0	409.8	0	409.8	WA
Guru Spool (Legacy)	Waterworks Lamson	Reels	United States	Washington	4	409.56	0	0	409.56	0	409.56	WA
Force SL Series II Spool (Legacy)	Waterworks Lamson	Reels	United States	Washington	2	375.98	0	0	375.98	0	375.98	WA
Vanquish Spool (Legacy)	Waterworks Lamson	Reels	United States	Washington	1	311.2	0	0	311.2	0	311.2	WA
Remix S	LAMSON	Reels	United States	Washington	1	259.99	0	0	259.99	0	259.99	WA
Centerfire Spool	Waterworks Lamson	Reels	United States	Washington	1	249.99	0	0	249.99	0	249.99	WA
Liquid/Remix Black Spool (Legacy)	Waterworks Lamson	Reels	United States	Washington	4	215.96	0	0	215.96	0	215.96	WA
Arx Black Spool (Legacy)	Waterworks Lamson	Reels	United States	Washington	1	168.79	0	0	168.79	0	168.79	WA
Litespeed Series IV Spool (Legacy)	Waterworks Lamson	Reels	United States	Washington	1	156.79	0	0	156.79	0	156.79	WA
Force Spool (Legacy)	Waterworks Lamson	Reels	United States	Washington	1	143.2	0	0	143.2	0	143.2	WA
Color Sleeves	Waterworks Lamson	Accessories	United States	Washington	14	139.86	0	0	139.86	0	139.86	WA
Purist Spool (Legacy)	Waterworks Lamson	Reels	United States	Washington	1	135.99	0	0	135.99	0	135.99	WA
Litespeed Alox II Spool (Legacy)	Waterworks Lamson	Reels	United States	Washington	1	127.99	0	0	127.99	0	127.99	WA
Center Axis Freshwater Spool (Legacy)	waterworks-lamson	Reels	United States	Washington	1	127.99	0	0	127.99	0	127.99	WA
Velocity Nickel Spool (Legacy)	Waterworks Lamson	Reels	United States	Washington	1	116	0	0	116	0	116	WA
Speedster Grey & Orange Spool (Legacy)	Waterworks Lamson	Reels	United States	Washington	1	112.79	0	0	112.79	0	112.79	WA
Guru Series II Black Spool (Legacy)	waterworks-lamson	Reels	United States	Washington	1	95.99	0	0	95.99	0	95.99	WA
Mesh Reel Bag	Waterworks Lamson	Accessories	United States	Washington	6	77.94	0	0	77.94	0	77.94	WA
Men's Short Sleeve Shirt	Waterworks Lamson	Accessories	United States	Washington	2	59.98	0	0	59.98	0	59.98	WA
Diamond Logo T-Shirt - Heathered Navy	LAMSON	Apparel	United States	Washington	2	59.98	-11.99	0	47.99	0	47.99	WA
EVA Hard Case	waterworks-lamson		United States	Washington	1	30	0	0	30	0	30	WA
Beach Comber T-Shirt - Light Blue	LAMSON	Apparel	United States	Washington	1	29.99	0	0	29.99	0	29.99	WA
Fabric Bag	Waterworks Lamson	Accessories	United States	Washington	5	20.95	0	0	20.95	0	20.95	WA
Stripper Glove	Waterworks Lamson	Accessories	United States	Washington	1	9.99	0	0	9.99	0	9.99	WA
Logo Sticker	Waterworks Lamson	Accessories	United States	Washington	8	7.92	0	0	7.92	0	7.92	WA
Assorted Logo Decal Sheet	LAMSON	Accessories	United States	Washington	1	5	0	0	5	0	5	WA
Horizonal Logo White Die Cut Sticker	LAMSON		United States	Washington	1	5	0	0	5	0	5	WA
Remix 3-Pack Fly Fishing Reel & Spools	Waterworks Lamson	Reels	United States	West Virginia	3	659.97	0	0	659.97	0	659.97	WV
Speedster S	Waterworks Lamson	Reels	United States	West Virginia	1	439.99	0	0	439.99	0	439.99	WV
Liquid 3-Pack Fly Fishing Reel & Spools	Waterworks Lamson	Reels	United States	West Virginia	2	439.98	0	0	439.98	0	439.98	WV
ULA Purist	waterworks-lamson	Reels	United States	West Virginia	1	399.99	0	0	399.99	0	399.99	WV
Force SL Series II	Waterworks Lamson	Reels	United States	West Virginia	1	619.99	-248	0	371.99	0	371.99	WV
Vanquish Spool (Legacy)	Waterworks Lamson	Reels	United States	West Virginia	1	311.2	0	0	311.2	0	311.2	WV
Neoprene Reel Case	Waterworks Lamson	Accessories	United States	West Virginia	24	299.76	0	0	299.76	0	299.76	WV
Remix	Waterworks Lamson	Reels	United States	West Virginia	1	259.99	0	0	259.99	0	259.99	WV
Velocity	Waterworks Lamson	Rods	United States	West Virginia	1	429.99	-171.99	0	258	0	258	WV
Liquid S	LAMSON	Reels	United States	West Virginia	1	149.99	0	0	149.99	0	149.99	WV
Liquid Vapor (Legacy)	Waterworks Lamson	Reels	United States	West Virginia	1	111.99	0	0	111.99	0	111.99	WV
Liquid Black (Legacy)	Waterworks Lamson	Reels	United States	West Virginia	1	97.99	0	0	97.99	0	97.99	WV
Liquid / Remix Spool	Waterworks Lamson	Reels	United States	West Virginia	1	59.99	0	0	59.99	0	59.99	WV
Liquid/Remix Vapor Spool (Legacy)	Waterworks Lamson	Reels	United States	West Virginia	1	47.99	0	0	47.99	0	47.99	WV
Men's Short Sleeve Shirt	Waterworks Lamson	Accessories	United States	West Virginia	1	29.99	0	0	29.99	0	29.99	WV
Fleet Trucker Hat - Midnight	LAMSON	Apparel	United States	West Virginia	1	29.99	0	0	29.99	0	29.99	WV
Multi Reel Case	Waterworks Lamson	Accessories	United States	West Virginia	1	19.99	0	0	19.99	0	19.99	WV
Color Sleeves	Waterworks Lamson	Accessories	United States	West Virginia	1	9.99	0	0	9.99	0	9.99	WV
Liquid	Waterworks Lamson	Reels	United States	West Virginia	0	139.99	0	-139.99	0	0	0	WV
Speedster S	Waterworks Lamson	Reels	United States	Wisconsin	5	2329.95	0	0	2329.95	0	2329.95	WI
Liquid 3-Pack Fly Fishing Reel & Spools	Waterworks Lamson	Reels	United States	Wisconsin	9	1757.42	0	-219.99	1537.43	0	1537.43	WI
Liquid	Waterworks Lamson	Reels	United States	Wisconsin	10	1240.06	0	0	1240.06	0	1240.06	WI
Remix	Waterworks Lamson	Reels	United States	Wisconsin	6	966.3	0	0	966.3	0	966.3	WI
Remix 3-Pack Fly Fishing Reel & Spools	Waterworks Lamson	Reels	United States	Wisconsin	4	831.2	0	0	831.2	0	831.2	WI
Litespeed M	Waterworks Lamson	Reels	United States	Wisconsin	1	1499.98	0	-749.99	749.99	0	749.99	WI
Liquid / Remix Spool	Waterworks Lamson	Reels	United States	Wisconsin	12	686.92	0	0	686.92	0	686.92	WI
Cobalt	Waterworks Lamson	Rods	United States	Wisconsin	1	469.99	0	0	469.99	0	469.99	WI
Velocity	Waterworks Lamson	Rods	United States	Wisconsin	1	469.99	0	0	469.99	0	469.99	WI
Purist	Waterworks Lamson	Rods	United States	Wisconsin	1	429.99	0	0	429.99	0	429.99	WI
ULA Force	waterworks-lamson	Reels	United States	Wisconsin	1	619.99	-309.99	0	310	0	310	WI
Guru S	Waterworks Lamson	Reels	United States	Wisconsin	1	299.99	0	0	299.99	0	299.99	WI
Liquid Black (Legacy)	Waterworks Lamson	Reels	United States	Wisconsin	3	293.97	0	0	293.97	0	293.97	WI
Neoprene Reel Case	Waterworks Lamson	Accessories	United States	Wisconsin	19	239.81	0	0	239.81	0	239.81	WI
Speedster S Spool	Waterworks Lamson	Reels	United States	Wisconsin	1	199.99	0	0	199.99	0	199.99	WI
Ketchum ReleaseÂ®	Waterworks Lamson	Accessories	United States	Wisconsin	9	179.91	0	0	179.91	0	179.91	WI
Litespeed G5 Bronze Spool (Legacy)	Waterworks Lamson	Reels	United States	Wisconsin	1	156.79	0	0	156.79	0	156.79	WI
Liquid 3-Pack Black (Legacy)	Waterworks Lamson	Reels	United States	Wisconsin	1	153.99	0	0	153.99	0	153.99	WI
Purist Spool (Legacy)	Waterworks Lamson	Reels	United States	Wisconsin	1	135.99	0	0	135.99	0	135.99	WI
Speedster Spool (Legacy)	Waterworks Lamson	Reels	United States	Wisconsin	1	112.79	0	0	112.79	0	112.79	WI
Liquid/Remix Black Spool (Legacy)	Waterworks Lamson	Reels	United States	Wisconsin	1	55.99	0	0	55.99	0	55.99	WI
Fleet Trucker Hat - Birch	LAMSON	Apparel	United States	Wisconsin	1	29.99	0	0	29.99	0	29.99	WI
EVA Hard Case	waterworks-lamson		United States	Wisconsin	1	24	0	0	24	0	24	WI
Multi Reel Case	Waterworks Lamson	Accessories	United States	Wisconsin	1	19.99	0	0	19.99	0	19.99	WI
Color Sleeves	Waterworks Lamson	Accessories	United States	Wisconsin	2	19.98	0	0	19.98	0	19.98	WI
Speedster S	Waterworks Lamson	Reels	United States	Wyoming	4	1569.96	0	0	1569.96	0	1569.96	WY
Liquid 3-Pack Fly Fishing Reel & Spools	Waterworks Lamson	Reels	United States	Wyoming	10	1432.34	0	0	1432.34	0	1432.34	WY
Liquid	Waterworks Lamson	Reels	United States	Wyoming	7	907.03	0	0	907.03	0	907.03	WY
Radius	Waterworks Lamson	Rods	United States	Wyoming	2	879.98	0	0	879.98	0	879.98	WY
Remix 3-Pack Fly Fishing Reel & Spools	Waterworks Lamson	Reels	United States	Wyoming	3	636.93	0	0	636.93	0	636.93	WY
Speedster S Spool	Waterworks Lamson	Reels	United States	Wyoming	3	619.97	0	0	619.97	0	619.97	WY
Liquid Max	LAMSON	Reels	United States	Wyoming	2	599.98	0	0	599.98	0	599.98	WY
Cobalt	Waterworks Lamson	Rods	United States	Wyoming	1	499.99	0	0	499.99	0	499.99	WY
Purist	Waterworks Lamson	Rods	United States	Wyoming	1	449.99	0	0	449.99	0	449.99	WY
Remix	Waterworks Lamson	Reels	United States	Wyoming	2	405.98	0	0	405.98	0	405.98	WY
Speedster S - Select Color 2023	waterworks-lamson	Reels	United States	Wyoming	1	399.99	0	0	399.99	0	399.99	WY
Guru S HD	Waterworks Lamson	Reels	United States	Wyoming	1	329.99	0	0	329.99	0	329.99	WY
Guru S Spool	waterworks-lamson	Reels	United States	Wyoming	2	329.98	0	0	329.98	0	329.98	WY
Liquid / Remix Spool	Waterworks Lamson	Reels	United States	Wyoming	4	278.48	0	0	278.48	0	278.48	WY
Guru	LAMSON	Rods	United States	Wyoming	1	249.99	0	0	249.99	0	249.99	WY
Liquid/Remix Vapor Spool (Legacy)	Waterworks Lamson	Reels	United States	Wyoming	4	231.96	0	0	231.96	0	231.96	WY
Liquid Vapor (Legacy)	Waterworks Lamson	Reels	United States	Wyoming	2	223.98	0	0	223.98	0	223.98	WY
Liquid Max Spool	LAMSON	Reels	United States	Wyoming	1	149.99	0	0	149.99	0	149.99	WY
Litespeed Alox II Spool (Legacy)	Waterworks Lamson	Reels	United States	Wyoming	1	135.99	0	0	135.99	0	135.99	WY
Speedster Grey & Orange Spool (Legacy)	Waterworks Lamson	Reels	United States	Wyoming	1	112.79	0	0	112.79	0	112.79	WY
Liquid Black (Legacy)	Waterworks Lamson	Reels	United States	Wyoming	1	97.99	0	0	97.99	0	97.99	WY
Multi Reel Case	Waterworks Lamson	Accessories	United States	Wyoming	2	44.98	0	0	44.98	0	44.98	WY
Ketchum ReleaseÂ®	Waterworks Lamson	Accessories	United States	Wyoming	2	39.98	0	0	39.98	0	39.98	WY
Flat Bill Rope Cap - Tan With Black Rope	LAMSON	Apparel	United States	Wyoming	1	34.99	0	0	34.99	0	34.99	WY
Neoprene Reel Case	Waterworks Lamson	Accessories	United States	Wyoming	2	23.98	0	0	23.98	0	23.98	WY
Speedster S Dark Smoke	Waterworks Lamson	Reels	United States	Wyoming	0	489.99	0	-489.99	0	0	0	WY
Guru Spool (Legacy)	Waterworks Lamson	Reels	United States	Wyoming	0	79.99	0	-79.99	0	0	0	WY
												
